token_address,receiver,amount
,0x620c0b128ae1fe7cdb142923e7ae7c572e0468e1,9145.365259272946973217
,0xcc96b70840a7b13b45efb4c5c04e22e8a2b277c2,9107.672825858682406543
,0x1fe43f304ca8f1d99f79f7ec71de9b7e329b91bd,8687.906971374301253318
,0xbffadc0f1e9f0e91e792f9761c8799373c357013,8668.39428007554144515
,0x5af9a1be7bc22f9a6b2ce90acd69c23dceeb23c2,8340.866057300107556932
,0xa0b711a8e9dbcd23ab44862c828543ee7521e8cc,8018.685713325716530668
,0xba7f77b4e9772b0afe39b212202c1b5d9da1b539,8013.933479873976016617
,0x0617f1967f0214391cbfe8ede54912b2e7608c93,7925.974009363057883634
,0xa1e6434192a01a6dc0018d8f9a050fa8f66e5612,7916.719843000477143545
,0x377e59bf88518fbbf9db7159b95928ccba60f8ff,7867.41090174485595631
,0x3774ba6779cfe3e4fac5cb63423fe8716e900801,7840.380361566532972981
,0xc7809e89482774ae66b01c006fee95e82f1b8a79,7494.064546899880125904
,0x25ab128f1e44ff04f74d0ba2989f94b82af098fa,7465.195065713050934695
,0x56cad27474b20d72008952a03782d117db31fdd2,7416.442010994155522245
,0x299cd1c791464827ddfb147612244a2c59da91a0,7152.136254479013515271
,0x0a1287977578f888bdc1c7627781af1cc000e6ab,6960.142020622733074341
,0x197165181e6dddbea11137e3dd748882b1bf6051,6457.415627191759899195
,0x56fad59d511e08374c6d79bc9731c51278ee2c24,6163.230067467563090033
,0x2dcd241135d2d5b2e9ba2926e436c054fdf8bf0b,6096.012211645931378328
,0x40c168503b9758540e18a79907f3fd8678c13f03,5997.81012996875511502
,0x4f6f81275dc816724e270ddded12609ef0fcce0d,5832.213275701929853095
,0xf990a853e8d35fe39ea63468421f39d3121d2822,5803.413070507128270711
,0x3f570049fd02128f8039f2b7a9f91b4a634905c7,5759.977862689123682597
,0x5b63cec873f98e50062541eb136567f0462bfc54,5595.404533068686169199
,0x4c4ce94ded4a4c0bac8241215a722eb4b60e63c0,5487.154058471151367402
,0xa8a5b4e535268a91d330a1b26e11030831eed35f,5410.38183920366370038
,0x274849defc27652ef5fe900149114fc54ad24b07,5345.175410623049199702
,0x8050714fd052d199da891849e490347c31c036da,5127.588216436465172092
,0x72f4fa324b1f3ded55f88d9a2e40fdc601c92e7c,4982.602626065452222054
,0x9c96e543b2e2d5854f9cbff4221dae111af472ee,4895.275564333630546093
,0x60ff1c39b331f4035db7799973893a690ca06360,4888.928885958568971606
,0xc5532432a92053ae600c105e5985cf899408426d,4696.846443215577422878
,0x48a0ad495f70884c07e86eccbce331ed55f2a29e,4673.725728476108323003
,0x9f33a4809aa708d7a399fedba514e0a0d15efa85,4576.603294144432553412
,0x6ece0b496f2fd1d7038dd025052f2699f9fe57e0,4332.431374834157952104
,0x323d9a963cec4760321fdc630992f84d1a9e470a,4190.686015493401975297
,0x2ebe5b80b67b60860da9a50fd202bfb10456aea5,4115.053140974389437591
,0xb550433a9021053c9012e449c0f906d5d4016841,4088.399587795695401858
,0x281ff8ed6fb8637d8bcbd0450dc791aebb774f0a,4042.492893679639676074
,0x5778a552a143b8883533e5450f8f2e43f6a3bff4,3842.475097973702878515
,0x483bfe3ddf6baa3565c9ce3d726c5d470c77becf,3630.336291566893888754
,0x2929d55c27a8d762f50a504fcbae7c392f6787bc,3608.89123229246407004
,0xbf57ab0e40d5343ac04d983339d6addf4a278aa8,3590.660021536697803183
,0x1194cbebee18d7c8c3440d58161e4e03e9011bf4,3510.88498630750111035
,0xb0f22635d702ebada80966f309ec7d596ca154e7,3478.649705254223615008
,0x60cb9dde329456c099dd7ad15c05fe0af9e4a5f2,3471.90283535694459897
,0x6f938612e6a6db49b1e1165c086184b0858fd1c9,3433.957543778651559959
,0x4b8019b7cfe236880a0d1f526b09dd21ab00f9a4,3282.122774917082889675
,0x4eb385fdd8472f89c3bac4c23f5638f34a5d5d7b,3163.205467410726919526
,0x9522ce4e7f091502a02dd4699f00e336b5c0d901,2796.652799206980834847
,0xf0d5dbe12bab014f7546abb54b628b8b89938c9b,2710.179228104072568607
,0x137f4a9938fb06cd309312842557dbcbe4240b36,2672.2834844040562437
,0xf549db47ff9362db3c4bfc6d26a547de60ef67d9,2670.329056930335300857
,0x52386be2397e8eac26298f733b390684203fb580,2614.004135954993725124
,0x927f7d7e443a87da77a293970a7aed8bb404f955,2610.495648391824414309
,0x4867dca57c00641332cdb96a4746b3eb29360618,2551.458884982951238073
,0x4b47052498d469ac9521606a67d6f02afeb0985a,2505.064201902717659715
,0xedaa936b4a0698d386b253749ad8b996f7111710,2491.901638065181796833
,0x0d4b3689e15758f76216ea96bf4757b445a62b64,2395.030407611628122836
,0x33f0b030bc80809bd287af9177289d8624c04477,2394.399162373574188825
,0x5adb5940c38f4b15d16fa78c766f444eede63d7d,2390.149117580462774981
,0xede9129da3340414d172b45cbef924a1b500f6e0,2366.050415979774314341
,0xd7da6c065fb6ada5a9f2e8b2f88e84f4a63d0d93,2343.711466389155832768
,0x2f4f70a13a28542108a93fd538d1d776549a833f,2342.614888808596810995
,0x0dc5be10ec62a3ea25aa5843d2130e89d6227433,2202.460481381382296182
,0x0b39402f404f956148485f1a8614bf72a86479d6,1942.070505158903030539
,0xae0222ea1c24c3579b4cc751a2be757abedfd78e,1914.809185297290476916
,0x89edb9a39ecd222c217b08aecb22c530178ae595,1889.863014688788468895
,0x59ca61a9a253bf8c9e6059d8c3f9934f947b52cd,1797.134461494336219778
,0x9a155521e258b2ed3575cb2743ac7a14fb3c5508,1762.491608432192768559
,0x8658f0732e340c3b300f0e6236914c0394e7b2e6,1729.721745127830772231
,0xf63a8cd1ef7458aa2f3af6e39d6f91aff844fee5,1685.523177527521316719
,0x293a72eeafadb3c2153adffae37da84c1a2ad70d,1616.156065795432343496
,0x7065aef707f7a58947cebf52af9647a29c7edee8,1609.552030297655842139
,0x00e6c9104a59600f920317aa909befe67f7c76db,1606.863796548112549511
,0x9b0abee957cb0427290bd5ebc84b7d77364dc09a,1590.650069733343043074
,0x958c50a13afe090c24a43fff5f4334e6f92a2891,1432.075029796100490783
,0x0f02880c95d3ab8ab30ac2fc6227f432f58333fa,1419.711422950152982768
,0x1397bb71e99d2e688ee78a8483d280f48027be2b,1412.465462342304846177
,0x1143b26acc769d50c56bc86f9e9986af390d1bbe,1391.99371806010519735
,0x570fca2c6f902949dbb90664be5680fec94a84f6,1363.986005788639677535
,0xa7b44dc94364c1c545a7d36d2e886f04538b9a24,1330.744830488344209964
,0xf5ddacaaf8dcee0bb972caef1b238066f5c1573c,1292.462191330767149632
,0x8f7131da7c374566ad3084049d4e1806ed183a27,1265.164184504372947022
,0xe593e848f3c14eff6fd1ca61ea334e3b67a58bc7,1217.878341970999553518
,0x90c11c8f649ec6a1ab0bec86a6ce4fe3fbeadd49,1198.136122528394255869
,0x6500868ab045433784046cfd0ad6337af505cde7,1182.477483198698123725
,0xf0427162e6a4701be0a66e639d156b7eadacb4a6,1122.222546785991195631
,0xdb53c7d23fa1b8f971480e133e1ff34f45e15f5b,1087.074019921886459693
,0xabcf7060a68f62624f7569ada9d78b5a5db0782a,1041.603912326654579332
,0x81e98c5cc3f0e98b5032f92e44006ad6efc20320,1035.184892050870691903
,0x3d6d656c1bf92f7028ce4c352563e1c363c58ed5,1035.058245839777644069
,0x0f14341a7f464320319025540e8fe48ad0fe5aec,1007.307458032043692303
,0x003ececc24694ba39f149b445a7f84bfe715d9d2,990.109482987206725078
,0x264ba4b171eec8079b53eeb5edf0b6ba7d9bbaaf,966.035133374430608861
,0x1a351fb54ef5eb9b827c4b148d2cae352ef064ae,947.35499590705927358
,0x6282072b4b5fdf0579293d28e9d7788870c6523a,945.876438851738628682
,0xa26ec02245c14f995c39e51f35339fd9ddf85694,945.073247070495893583
,0x161fbbe61e224c1aaa9bd0b3444e45af7fff779d,940.247633068473630369
,0xa59d2948de0aa16468f13328d141b14dd57fd5ed,931.351568552903085317
,0x44fb3f95118bf09ba74e31dc8a125f2934c7b934,904.350413169690662465
,0xfb24080398dae85be90714f53ba41c0eb94cfe5d,899.426434112573093016
,0x7e884e885ac2ec3241fef4b560f7d1aaedcc0e50,874.450771619308980462
,0x50013640dd8728fe5ecd211bd8b8c43997b89c6e,853.795590790643486601
,0xffd2b2a65bd8b855c77e591e7258a39b0f071814,849.914562019207699772
,0xba79cb48c62c608f96b3a87ee0d11b0e7b7628c4,849.100377554734951455
,0xc1a3fee4132e9285f41f5389570fd9fbbcb10a1d,806.009499428902112982
,0xd93e82b9969cc9a016bc58f5d1d7f83918fd9c79,758.015468839938919646
,0x5781ba401cd4540cf6d4a56af297884030131949,757.441114145354715346
,0xa78aad9716ee572857ba0c0e7e516c7a6a361479,663.185702233161539715
,0x5bc61f217708786ffc5ce920292e906c80e2787a,660.685416335560139657
,0x9dc9d5913ce8ccc6b05fd1cd857b025a31f7acd9,659.910609446224209352
,0x84119843f8cbc7abd9a1b7ee3e3a2fc579631a2c,597.359750199405689597
,0x6e195bab8e9d751d42c467ae94078c60d9ce2c91,588.91111899578919521
,0x01f9b28fb09d25d3774415bc0b9f3e083ace7a42,574.575656406065631786
,0x15e844bdcaf1a38b55ac76e40921c81282ef4c20,515.665181113600088333
,0x60b82642d08eb67148175f1782563eadbad88888,500.489485642983382603
,0x50c127828c5007a227b87240198e08151fe3d1d3,486.886054726243750142
,0x6a7acb326acd78ad2fee10de87145acb16c7c0eb,472.727006506058713631
,0x7e093ba1474b79481f9b87d66c99a819f25e82e2,471.103823006131865333
,0xc1314ecdf8b95934ea374476db1ceb742bc18e07,465.633952831888913457
,0x9c821b4b5d633f8035fe86da5277c9468c7427fc,432.94244823155995456
,0xad160f5fe0a7e6a7077bfc4e3db763ba64f4ebe3,399.766639754332152883
,0x88a39b052d477cfde47600a7c9950a441ce61cb4,393.924251692391200836
,0xd164e1a50959dedff7c75725324a1c9d455e4606,386.47539895637145971
,0xc9f325ef3900d56e3ddc7eedc82b7447a623e7af,381.279713685764818286
,0x9c5933b31da8b545261d6a35cfe556255ca2e853,376.375146011841402119
,0x6fe2d8204df433d5115e1839a87afad598e7aece,365.572052760866832552
,0x8e50eab759a937ae28be85d1477287113aefa14e,362.472544551934420242
,0x735182c782cb8e7806f8903de7913e6880cbf82e,353.359291360575511064
,0xef0d6c11cbee22fa642582024380efbd893aa1a6,353.196805068730980281
,0xc16125cfcd0b82681a776fe7ce8ff8b090a8cbf5,350.199743178241833615
,0x4e3c172d0e7fa56daa873860b4fb0ec8a647f78d,339.570154417192710377
,0xae354a3233e36bc91149419e068658c01bacb9a8,318.269250614913167748
,0x5c597e485e9b7b55074ffca365497ec61a842ae3,298.970846642301997453
,0xc6add77471359860aa176a7fb7097df5b41f851a,283.479452203318270334
,0x202e95b57f12be510d52341ec01a763e4356b821,282.427337855081841083
,0x15c06e8344f9bcc6d4bc99707f11713c37e03261,280.200204979547814322
,0xb89fc15f5b4a2739f49aa8089d78a69951fa1d91,265.905304443525648767
,0x10d0739e251f5c212312d023c9fcfe0fdcafca23,253.538922803674029226
,0xb530487117d717cd89dad97b62935255e865d159,253.496914904327323098
,0xa7547faeabbdfe5d805133622fbe3c7d473c188b,246.845124083691999518
,0x5e6ae357047a1ed1a83737cbfa8fc691cdff61a5,234.110746172436354537
,0x63097899c0fbabc302a5d10484f22bec9fe454dd,231.685140454337691532
,0x32212774827946630b48683aa05b82f7e9777301,230.520804117029473014
,0xc6e8bcff17a2838650c180f2fa7d0dbfa6866d72,227.603046253177969818
,0xcc8e48ff6512fefb3acf32de714d5b63462ba564,218.8618396754709581
,0xbf859a5254b130991f1c15fdf78cdaa59b13fd3c,205.134476899719128044
,0x0afc4e73473eedcdb0b7f1e353ba7c55b4b25ee9,200.464319378291616232
,0xbaa91b4ce7deac713d13a692e7439578b9ecf1b2,186.69071475192990031
,0x67a7e31fc12a00df144b520c900bed82254d5db3,185.124735856007422488
,0x90139354e9aa6b142578fb8c7ac82a57cffa886d,179.789335731301464549
,0x6e9dcc05c020172e35aaa8f394cf414ef8f23cf6,163.839527144732825181
,0x9405a3bfefd50b511a1f2fad040d6c5d931da9ea,161.846155530071359407
,0x0d59bb0cffeeb43ebf2d42517f0d6069f1f393bb,149.544464424199874187
,0x3f054ac8f87c90d42e49e5363664ce3edcc6ecc2,149.525120813645207302
,0xeae961c8bc0548456cab29b860bd900cfc36cc38,148.470220108986386245
,0xc14b5dfbdadceae6d4c5a04e97b8a42e098a2abd,141.739726101659135167
,0x050066b4c414db66954e496972c05852c505c7f4,139.487386247771559138
,0x036e4393a41bd954e9b5c80c7c6ab0557cf1bc95,130.648934875848293775
,0x33544b792d93973d201ecc5aab5eac7f37720866,112.981588730055376337
,0x22d9d6e26d7af6b8a01da05f4354eb4c691948b5,106.518488552364910465
,0xa97365deb322ffe6e415a011485e54197883e6e7,105.055831117000297227
,0xf0819f81e42ddccf29df39d2e3dc870b5ab666b9,102.729647016094028994
,0xfd2eef72f3c6806940f289509eb11f9b412b2b51,95.697339393114374474
,0x4d3d5958b948e8d749fab0236b179fcc55d9aac0,94.580227742322741521
,0x196f03b77a1acd0db080006b04d2f3a991ebbe68,94.493150734439423444
,0x39278b9e346faf4b453d3c2e53515a594abd8484,94.401492894254113364
,0x13783f40743729a5180a200a07dd8c6c0ea14bb6,93.444275315330628777
,0x67131485a916b02f50006d01cc82b93d2778dc65,92.450156382210459754
,0xd46a2f6808b0ed324b2bbbf60a5ff4c3e307542b,92.000418623055468098
,0x46c61eb9e516cb14fdec2c4711cc2b57b15b8cd0,89.607999464526107208
,0xb778ef14b0cc6009e798e21a25847b4756ed5975,86.241239940888562452
,0x466a8c62ea9eb6f49c718a0244b095ab05519dea,80.523284496760427265
,0x020f80fb107ca01beea3b4e916a81e226d730bcf,77.694947183080893297
,0x7ae77149ed38c5dd313e9069d790ce7085caf0a6,73.097101532154221616
,0xf15d35d68e67cd2fd6e6fe9268cf210ee45c677d,71.481723470035441052
,0x6d58244f839cc6a5d71c0d6bccccf99fe5ae2966,69.896763184031169588
,0xf9587bbf429d985809bba6a12caaf71e0cc75187,69.227496939140065621
,0x534516fa00d43b8799a9cd29e7e48283f029fa23,69.137732887665106605
,0xeadef1ae573b3eb6b609d93d7cad909a798ca428,68.794164700016943688
,0x97d16d82e1b4ac753884848de865942696154805,66.662365639191820164
,0xb156c425f325d750968702d4bd4226573edc3aed,63.111321691488677404
,0x24ed08f26f112cff62236bab10f7f0bcbf51c377,62.686316758306366985
,0x849887b4ebd54eda52485844dff9bc4574bdfdcd,62.442082214400430935
,0x740d5718a79a8559feee8b00922f8cd773a81d84,60.605529488290942532
,0xf1caa29541a5bd79f52e61072fd212139d6e01b0,60.287330999749593163
,0x1fcb63fb0caacea3d346bb96b7c27e29db30bb55,56.694389302671259108
,0xa23d90f2fb496f3055d3d96a2dc991e9133efee9,56.686651877532484284
,0xf25f97f6f7657a210daeb1cd6042b769fae95488,56.66968803905784007
,0xe59261f6d4088bcd69985a3d369ff14cc54ef1e5,52.845211795961253405
,0x674dd5f4baba87805efe4ac35c43defe50f5b30b,51.677960185787492276
,0xed08134b20a62c24855b844ef7b7d366116304dc,51.161769227232937698
,0x2e3681007e91347657f314637a20b64ebd3c5cbd,48.349416734890359108
,0xd2c7008400f54aa70af01cf8c747a4473246593e,48.260471037458685735
,0x9435baadedcf25516867bf774bee7460923363d5,47.650908223538528583
,0x120ea90253c7c1d353dac0c645a45f750a767c8d,45.919807825897353456
,0x946343a16b3b88dca7dad175f927949203723991,44.411957655876482159
,0x3efa13bb61d5749264a0704fa5b0da85aa154758,42.73540131685938266
,0x50b124786343eda92e715103642d4b3fc29c0ce1,42.208075082810079947
,0xbcd2e02eade1cbf23f130e382a8cb7b3cdf8ca65,37.796823467438449879
,0x0501426fda52b1c1412c950a5abf40ef53cd6c86,34.148157558597640721
,0x8a19ac68b010d1b9a840f5a417751fea500db2a8,32.236938950441582806
,0x528608f40f9835cc5e26244309384c8c15e07e60,29.464568145212573005
,0x2c02c4f3db094788bdb60c093d96f834f0fb4bce,29.292181756383445824
,0x76a7d086df4927c588de0f62de79db2ffdead666,28.346663554346781488
,0xb071e64ce2636ebd0aed6569e06f9f87c6f6ae1e,28.345972437325445428
,0xf2467f14818b778fa5a55cc34d231e22e9c7a3b4,20.178248557982731867
,0x3ec5b42376bfbe988cc619a0acfe68049d4fb9bc,20.019305528798302907
,0xafe5d2284ab5bee3f1bbaf1349910a1c4b5ad0a2,18.898630146887884688
,0xce2191a070d9f9bf7912954f0117c0013e82ee47,18.898630146887884688
,0x5070f5cc1a839c216dc99952dddb95537804e518,17.853678948052281733
,0xc95f3bc48aed59667521eed0108ba7ae9a2480b7,15.893513995362316033
,0xa4ccff4d2b441a62324dc5336d56f7fbf87da07e,14.78381734877529362
,0x39331d3d008ae22ca71cc37d8ed89dc01a3dcc13,14.203090278140031241
