token_address,receiver,amount
,0x08a34d53ea8a8956e3a1ea556895c5b85d165b2a,11.620715316550609139
,0x2854759ff0136038f7326fce6900d6ebf97edd51,11.559024015751574352
,0xb7ae3beb06dd402962cef689e7fc6d025ea1028c,11.49668183503571988
,0x48d73e326fb7eac6888b7c5a290e3ddf3d1b8806,11.25032707078181111
,0x46701c35793873c889d627a2de2013303a4664c0,11.064570770977063139
,0x6155403432c1020a94e92d39d2c820b4ba98488a,10.652748821498749339
,0x36238af69f342bed62f69fb1397d809cefe3e029,10.65180957039780693
,0xe2d73cbd82d663525a625b13cdde76f3640c7444,10.65160341663740138
,0x9dc5886d928a51182dd97c43a1ebc342c6da4516,10.318771204369321179
,0xd29eba272d899cebdf6606568e7ba43416fc3e89,9.870883893132691313
,0x809274f57e9cb570a1efbb444169237bb615ef72,9.683929430458841038
,0x666666a66658d97ed8963c979fd260a44c113298,9.683537705863278515
,0x178e699c9a6bb2cd624557fbd85ed219e6faba77,9.68279908108132987
,0xbcdf24077c76026dbd911840df4de861a0e44b20,9.682650359947248221
,0x912d7601569cbc2df8a7f0aae50bfd18e8c64d05,9.682437614203279254
,0x617da9f879dd4b0677096fafaab660d5d696c94d,9.627253136719232274
,0xcb1bedf29b61c1448f57a8805b401d91cff5e7ca,9.587050888640860393
,0x390d9a55eef37581f183afff7b0d4f8ebb8d23fd,9.510908763170686072
,0xc5cf70818024406541e50202c535cc7b234092eb,9.410240955894373487
,0x0b001c95e86d64c1ad6e43944c568a6c31b53887,9.266114955551410549
,0x7657aaf0148e8909cb3ef2f34453a8da88e61e2c,9.12476006129439569
,0x2d815240a61731c75fa01b2793e1d3ed09f289d0,8.668857638565389737
,0x9bdbdb4a8f7f816c87a67f5281484ed902c6b942,8.265179154174979712
,0xd07e6eef663761a0074646d9effe9958e5b0dba3,8.227032630588059994
,0x3e8436e87abb49efe1a958ee73fbb7a12b419aab,7.70475065008070319
,0x5d21ec711d3740f21e48d84152e5ca2eb066bbaa,7.656235867342286513
,0x3b9e571adecb0c277486036d6097e9c2cccfa9d9,7.148550711772486384
,0x54ed7cdccca9335b1bb257d937aeeebd5d3a8695,6.99663905124200161
,0x824933b63dfa7d4260273e7fa0e88f54dc4da847,5.827755240792001683
,0x822e4e429adedd91c96a81db39401a1770b96a5b,5.810357658275304623
,0x3039f20d4d8a6432ba620577d1dc9243bf3034e4,5.7030479353151401
,0x9ef442ec149dd3bb61b1324209c332a9f2b78e61,5.702772412109678505
,0x5a91fe74ab3788ff58187acaf3fb0a039534428e,5.366073923475096659
,0x07c178bb33d82c2102b47028061ca825e9c8e06a,5.083743979916717955
,0x983436f91410e211c0f121908406cf1ca827b83d,4.839969897277339393
,0xe892508518c018b2b95b31acd8a5729a8e81b7d4,4.796289146239022168
,0x0085a7739de16716b5dd5a07d42d08708769c988,4.778976025682174057
,0x51447ce0a502366658168bf5aaf96f51d22adcee,4.431424648423008815
,0xa73c646e14859db9c12a8d96e746d22538ac6324,4.197973723109244894
,0xf9d2652bbf716b02bf392b0068b8d4d46290cf27,3.737458846671505008
,0xee868bd125655875a9f8871a737a89a73ac7ff36,2.996701645603883052
,0x33f572d61ca18a6c5cb8b0f7eb09e2253f415a55,2.905994883864226032
,0xcf622433d1739db259904867992e572f48a7bd42,2.904644659234612507
,0x15290cd9955154de5d18e0cc1ef375bb7f9f2e26,2.700889371601590791
,0xd70a2e6eacbdeda77a5d4bbae3bc70239a0e088f,2.475388041904203359
,0xb2a0654c6b2d0975846968d5a3e729f5006c2894,2.417891929725396089
,0x75dc6c1987a7b49e5e397776814f38ddcf3f9401,2.361144311696006867
,0x755d783fd1cb2133a1ae25c2c1d73947cb5deb79,2.318489744944326038
,0x53d64776e99226cf8d41dea1bd5740316f1e0c0d,2.281609524505264123
,0x90b1df0a21a626170e996079145ee118db7b9d15,2.195397512668612461
,0x47d1f327db34c828f919fd133590a68a4255f88d,2.057651570702293023
,0xcb3357f8d499543a07131c881c6f4d689552c5d5,2.048825246701731043
