token_address,receiver,amount
,0x7ae77149ed38c5dd313e9069d790ce7085caf0a6,0.000000000000000001
,0xbff1e53b23d9f5cd13429cd4bacbc017589f51eb,0.000000000000000001
,0x74cafa4ef28da1410e1de6f431b009367945df66,0.000000001161044805
,0xd9b8954ce0970c29a7c65b32babc810ac19cccfe,0.000002813450253663
,0x6a7acb326acd78ad2fee10de87145acb16c7c0eb,0.000003473443991465
,0x75dc6c1987a7b49e5e397776814f38ddcf3f9401,0.000010844244270168
,0x5070f5cc1a839c216dc99952dddb95537804e518,0.000016979641262768
,0x33544b792d93973d201ecc5aab5eac7f37720866,0.000032572669167419
,0xcd682940b29dc5fc79d6fdabfe67efd311a5f4a6,0.000033058088599877
,0xb53c9ab4f40196560fdf7811d6a23a8f64dbaa05,0.00003935493915158
,0x1fe43f304ca8f1d99f79f7ec71de9b7e329b91bd,0.000051674740828923
,0xb51f283935c6ef93164eb2a3a20f93e016baaba8,0.000090309
,0x5d21ec711d3740f21e48d84152e5ca2eb066bbaa,0.000156757735462755
,0xb85da778f37c5ade3448814a77a0bb77748467c5,0.000276610580464498
,0xe45fd7bef2736dad2d5620052ca37a9603376aea,0.000303089122131454
,0x530cafdc90c5353c6654999cbdb16ab14af1fcc4,0.000360796
,0xaff5ccb996125dee3c12fbe4910b418c138646d0,0.000400173572513447
,0x172fd468a3f463bf4e2b5bb05529519a9ebe443c,0.000427208015933034
,0x2e18b45ec212c9781027660d621d6b7327504679,0.001197154216112257
,0x00205fdac4d4887de33df1ad324f65e8277508a1,0.001679496195135175
,0x06aa1ed29dc8c1e0046d3e6e0d3a955d17b50af9,0.009687130447496571
,0x5f797392890980068f1214836a0cda213eca6293,0.012416766341639579
,0x2854759ff0136038f7326fce6900d6ebf97edd51,0.029033087997286395
,0x0befd7ecaf8038737438832643f0e51df7abf1e4,0.044177684805813015
,0x3039f20d4d8a6432ba620577d1dc9243bf3034e4,0.044959351956691165
,0xb7e88e1635ea56b6a404cb4e97cf4fa6c40dcbeb,0.0514043605998752
,0x88a39b052d477cfde47600a7c9950a441ce61cb4,0.1
,0x38f046ae944021351ce5c2486dee3027c949858f,0.10354904528679776
,0xae354a3233e36bc91149419e068658c01bacb9a8,0.11130528488882348
,0xc1c3d0cd8c23bdec19b7f8d2601cc3b3b35c2629,0.12758556106096017
,0x49be35d7776032f5c7a7c71d6a51d848db8d15ea,0.21668275615359714
,0x390d9a55eef37581f183afff7b0d4f8ebb8d23fd,0.2252878274142735
,0x9c8957c3edddda379c7cf4f3c2a487eb1b0f6467,0.2508139673920564
,0x4b47052498d469ac9521606a67d6f02afeb0985a,0.255846083
,0xd2c7008400f54aa70af01cf8c747a4473246593e,0.357582757
,0x202e95b57f12be510d52341ec01a763e4356b821,0.3673551530481833
,0xcdd05390ced5f4708206ec2f67b124e9ce405aa1,0.39274114279010713
,0xb9fdf953a975ca5f12ffedea4f5259c75ce2ebcf,0.3977677295965617
,0x32212774827946630b48683aa05b82f7e9777301,0.4208908728453825
,0x98f19db4501a5a7d593282fcf7a3478ca2d0a219,0.4896360675081515
,0x217b3b614349e8d01c5a0b3e6132451c58eef740,0.4998044020224399
,0x615e1690dfe1fe7ca505d19c0ca9b2c4881f2bbe,0.613249505
,0x3b9e571adecb0c277486036d6097e9c2cccfa9d9,0.6546911156131138
,0x186b16e6c7685915e0a06495adb37b8dffddd99e,0.730513043
,0x4295e87fb5113c85720298d73e4760c240ca41fa,0.743396429604
,0xafe5d2284ab5bee3f1bbaf1349910a1c4b5ad0a2,0.7736514776163553
,0x47d1f327db34c828f919fd133590a68a4255f88d,0.7925167201331675
,0xfd2eef72f3c6806940f289509eb11f9b412b2b51,0.9275698694296105
,0x2823fd42b4603f1428173b544c3ee81409f9f82a,0.931122044
,0xf15d35d68e67cd2fd6e6fe9268cf210ee45c677d,0.9377105621817807
,0x67a7e31fc12a00df144b520c900bed82254d5db3,0.9426512748471582
,0x88bae23319b2e7bf62b296ecbbf0a0bb9f19337b,0.9964912304814709
,0x8e4137ed1d3b2efbac0bdfc419738e637d4536c5,1
,0xb156c425f325d750968702d4bd4226573edc3aed,1
,0x1be8ce85d5763e67b37a0817fd99a33ce9b83800,1.304008766040903
,0x5c597e485e9b7b55074ffca365497ec61a842ae3,1.9013847783499382
,0x0f14341a7f464320319025540e8fe48ad0fe5aec,2.199
